Unnamed: 0,average_length(inches)),average_weight(ounces)),ph_of_water,life_span,idlewater,lakes,ponds,rivers,slowmovingwaters,Black_and_Orange,Calico,Green_and_Chocolate,Orange,Red_and_Silver,Red_and_White_Bi_Color,Reddish_Orange,White,Yellow,Female,Male
1396,7.4,11.63,6.3,27.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
278,16.78,12.7,6.5,27.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1566,11.9,18.0,7.6,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
922,5.0,18.15,6.3,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
868,7.08,11.24,7.3,13.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
353,14.49,14.68,7.7,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1456,16.99,11.89,7.7,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1270,15.59,5.18,6.1,17.1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1984,3.89,15.29,6.6,3.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
859,15.45,11.76,6.3,17.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
593,1.4,17.74,6.8,4.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1649,20.0,18.55,6.3,12.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,16.35,15.07,6.1,26.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1536,18.07,3.55,7.5,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
225,16.39,17.1,6.6,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1776,4.28,9.97,7.7,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
332,12.35,18.18,7.1,15.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
741,16.99,11.66,7.2,21.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1405,1.55,17.82,6.1,17.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
909,13.75,18.92,6.1,9.4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1474,16.4,12.39,7.6,19.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1498,8.54,8.1,7.4,12.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1777,16.06,16.97,6.0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
162,16.39,16.03,7.1,22.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
964,5.59,17.16,6.3,17.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1090,1.35,12.81,7.8,16.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
533,16.78,14.62,7.4,10.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1698,14.05,13.4,6.4,19.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
533,12.62,8.5,6.4,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1412,1.41,14.53,6.7,24.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
598,15.56,12.74,6.1,27.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1317,14.8,18.02,6.9,11.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
706,5.46,7.58,6.6,4.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1248,17.04,18.96,7.0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
708,14.42,14.95,6.3,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1029,16.93,17.22,7.7,9.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1778,1.64,14.09,7.3,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
834,18.03,18.96,7.6,11.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1089,17.43,16.44,6.6,20.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
855,10.59,9.9,7.2,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1854,16.91,15.5,6.5,1.9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1481,1.27,16.05,7.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
745,10.52,18.39,7.1,18.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
642,15.78,17.45,7.9,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1736,8.82,18.49,6.0,11.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1345,1.75,3.83,6.8,19.2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
620,12.22,11.42,7.3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1620,7.46,5.04,7.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
265,5.29,8.74,7.7,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1650,8.18,10.08,7.7,9.2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1090,14.04,12.47,6.2,9.2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
386,9.17,18.87,6.5,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1210,13.61,3.88,7.2,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1678,2.07,15.81,8.0,25.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1342,10.6,17.27,6.4,22.2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
866,6.8,17.81,7.0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,10.84,18.44,6.2,24.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1416,1.0,18.35,6.5,28.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
846,15.03,5.18,7.5,4.2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
848,9.92,15.92,6.6,20.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
260,12.11,17.55,7.5,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1052,15.18,18.26,6.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,16.59,16.54,6.1,3.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
303,1.0,12.4,6.2,10.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
491,4.22,8.0,6.1,10.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1139,16.94,18.64,6.3,23.2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
952,2.38,15.06,6.3,3.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
689,14.84,9.77,6.1,19.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1678,5.61,13.54,6.1,3.4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1865,3.53,12.63,7.2,4.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1390,2.49,14.28,6.9,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1006,12.31,5.26,7.8,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701,3.49,18.03,7.0,7.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1774,6.8,13.37,6.3,19.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1911,12.08,14.1,7.2,17.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
955,6.3,16.0,7.0,27.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
845,4.38,4.87,6.3,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1457,6.44,5.94,7.2,24.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
524,1.0,17.68,6.2,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
276,11.89,12.11,7.8,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
267,9.92,18.71,6.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,10.43,13.68,7.5,23.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1848,11.25,17.11,6.1,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1246,14.11,14.65,6.1,27.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
862,1.52,13.14,7.1,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
804,5.04,13.03,6.3,15.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
713,9.19,11.45,7.1,14.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1476,15.79,16.38,7.5,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
155,4.35,12.95,7.6,26.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
745,6.6,10.77,6.4,25.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
780,11.33,6.37,7.3,25.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
862,6.12,13.08,7.0,26.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1409,15.84,13.87,6.3,3.9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1659,10.44,17.17,6.1,24.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1771,15.09,17.1,7.8,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,15.64,14.28,7.5,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
972,11.12,17.75,6.2,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
938,17.73,5.23,7.2,14.2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
329,8.21,13.17,6.3,22.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1253,11.23,18.22,6.8,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1200,4.75,13.46,6.2,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
826,13.81,4.81,6.4,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1583,8.26,10.54,6.1,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1212,6.6,15.15,7.6,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,1.0,15.67,6.1,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
844,17.52,15.36,6.3,6.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1772,1.72,16.76,7.8,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
410,11.65,18.45,6.4,5.3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
877,11.6,14.51,7.2,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1286,12.51,18.96,7.7,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
652,2.2,9.83,7.4,3.9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1640,10.43,6.58,6.3,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1944,16.34,14.85,6.7,20.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
961,4.11,16.74,7.4,19.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1624,16.12,4.97,6.7,9.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1231,2.19,10.0,7.0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1349,15.28,17.92,7.0,14.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
884,3.8,5.79,7.2,24.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1232,4.49,17.8,6.2,19.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
498,6.22,12.72,6.6,23.8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
1676,16.31,6.59,6.4,19.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1935,13.23,13.93,7.6,17.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1325,1.0,17.33,7.0,16.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
797,3.27,13.03,7.1,25.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
660,1.0,5.68,6.3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1672,15.62,9.26,6.7,12.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1821,6.8,18.59,6.1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1880,17.27,10.67,7.1,23.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
525,14.45,16.3,6.2,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1380,15.81,9.83,7.2,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1851,17.5,5.28,6.8,9.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
727,13.94,13.09,6.2,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
256,4.39,12.18,7.7,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,15.49,18.7,6.7,13.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1578,7.96,17.7,7.8,19.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1589,5.79,6.35,7.1,18.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
840,2.62,13.58,7.1,27.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1124,13.01,15.74,6.1,19.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1264,11.74,10.16,7.7,4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
960,1.93,11.67,7.7,1.7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
703,7.08,16.47,6.3,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
756,12.19,6.48,6.2,26.4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
310,15.8,17.89,6.1,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
790,1.0,14.55,7.1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1419,12.53,5.95,6.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1263,6.52,10.26,7.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
987,3.21,10.43,6.0,25.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
772,4.61,16.87,6.2,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,14.79,17.14,7.2,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
681,6.71,6.09,6.3,21.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1954,18.21,12.71,6.9,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1481,12.95,10.87,6.2,4.9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1362,17.14,12.68,7.0,13.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
954,3.66,11.79,6.1,21.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
388,13.28,17.31,6.4,20.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
925,15.96,12.69,6.7,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
647,2.11,11.98,7.7,12.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
866,5.2,13.45,7.1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1222,12.22,9.01,6.0,23.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
791,17.59,12.04,6.5,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1514,16.01,16.21,6.0,26.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1598,7.17,3.08,6.2,20.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1027,1.0,12.47,7.7,22.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1884,6.97,18.72,6.9,26.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1380,15.86,10.88,6.4,17.7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1498,6.24,15.84,6.3,23.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1390,4.62,13.34,6.5,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1763,6.09,13.9,7.3,4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1881,6.77,12.43,6.1,22.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
891,7.96,4.37,6.1,28.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
832,17.16,18.36,6.4,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
295,6.33,11.9,6.7,25.3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1750,4.91,8.93,6.3,25.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1858,10.44,18.96,7.1,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,12.82,17.26,6.5,19.2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
283,1.58,4.13,7.3,18.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1463,8.27,14.23,6.2,26.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
373,9.95,18.34,7.7,11.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,13.08,14.86,6.1,13.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1278,8.5,18.96,6.4,25.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1917,1.13,5.36,6.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,4.48,15.1,7.1,25.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
382,5.55,5.55,6.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1685,3.45,11.61,6.2,10.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,15.33,11.45,7.1,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1901,1.7,5.04,7.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
384,17.2,12.01,7.2,13.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
793,17.06,5.44,7.2,26.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1922,7.81,12.04,6.4,6.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1787,18.4,17.43,6.4,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1950,6.54,18.96,6.2,25.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
406,17.07,16.58,6.8,20.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1185,17.04,18.58,6.4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1042,6.78,15.51,6.2,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1421,5.29,14.82,6.3,11.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1698,7.7,14.71,7.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1514,16.96,12.67,6.8,21.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
963,5.85,18.44,6.5,20.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1111,7.75,13.21,6.6,12.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1666,9.34,4.1,7.1,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
952,10.65,4.83,6.8,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,11.04,10.92,7.5,16.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1775,19.49,18.96,6.0,25.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1569,9.95,12.87,7.2,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1505,2.01,14.9,6.9,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
335,5.03,18.45,6.4,18.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1286,7.69,18.96,6.3,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1410,6.05,16.57,6.3,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
831,18.38,17.19,6.1,24.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
401,5.7,13.64,7.2,4.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1403,4.98,18.8,6.8,20.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
470,12.65,18.5,6.1,14.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1470,9.1,13.02,6.5,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1049,1.31,13.91,6.3,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500,2.78,13.57,7.2,10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1514,6.8,5.05,6.1,20.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
851,16.35,4.83,6.3,3.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1167,16.55,12.6,7.8,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1756,7.27,11.14,7.8,26.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1025,13.61,18.65,6.2,22.3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
278,6.08,14.47,6.9,3.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1816,17.86,11.07,6.4,13.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1482,4.19,11.54,7.9,13.2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1701,16.16,10.03,6.2,25.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1963,15.98,18.79,7.4,25.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1476,3.85,15.13,7.7,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1394,7.93,18.03,6.0,2.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1843,8.37,13.56,6.2,24.9,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
591,15.94,6.63,6.6,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,1.0,13.9,6.2,4.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1358,18.49,18.96,7.8,2.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1516,12.01,12.49,6.0,14.4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
819,4.61,12.34,7.5,10.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1411,16.01,5.45,7.2,21.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
693,11.45,17.42,7.0,12.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1526,16.84,16.99,6.5,26.4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
847,4.05,15.32,7.4,15.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,8.26,15.13,6.2,25.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1547,3.13,11.85,7.7,27.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1798,16.46,6.45,6.1,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188,13.76,18.33,6.3,21.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1223,17.51,17.04,7.8,15.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1515,14.75,4.87,6.8,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1629,7.81,12.59,7.1,10.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1073,5.28,14.96,6.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1506,12.3,15.71,6.2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,5.76,18.96,7.2,1.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1356,11.77,18.69,7.1,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1752,11.84,17.55,6.6,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
935,6.32,12.31,7.2,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1297,2.51,11.73,6.1,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
621,16.71,4.03,6.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1892,19.2,16.48,7.0,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
817,12.86,12.67,7.8,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1326,13.5,16.01,6.3,16.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1490,17.36,4.84,7.9,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
864,16.2,13.15,7.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,9.61,16.18,6.1,23.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
871,15.76,18.37,6.6,1.6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
728,17.6,10.51,6.6,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1395,16.83,10.8,6.1,12.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
655,1.56,10.37,6.7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1040,13.79,3.9,6.6,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1398,11.96,10.39,7.6,24.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
230,1.0,18.9,7.1,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1256,15.95,18.29,6.5,26.3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
504,5.42,8.57,7.5,18.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1282,17.83,17.08,6.4,16.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
526,10.39,6.76,6.4,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1871,16.48,9.47,7.6,23.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1351,16.22,17.55,6.3,1.5,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
1446,1.23,5.82,7.7,18.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1335,1.85,7.06,6.0,11.7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
919,13.41,12.49,6.7,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
